File,Channel,Nuclei,x,y,z,Value,FWHM,SNR,NSNR,Label
4,a488,11,929.888,657.764,24.05,2.728,2.9,23.93,2.001,2
4,a488,11,943.526,636.948,22.655,2.321,2.226,23.891,1.778,2
4,a488,11,961.458,628.687,22.67,2.214,2.995,27.911,1.707,1
4,a488,11,939.245,656.484,24.877,1.043,2.607,7.782,1.261,2
4,a488,12,28.869,694.41,23.469,1.997,3.101,26.031,1.626,1
4,a488,12,32.124,719.197,23.18,1.25,2.92,6.127,1.32,2
4,a488,13,367,729,24,2.533,3.239,28.48,1.49,1
4,a488,13,357.671,680.788,22.267,1.712,2.674,17.284,1.527,0
4,a488,13,310,663,22,1.27,2.124,18.477,1.289,2
4,a488,13,305,666,25,1.125,2.716,14.585,1.146,2
4,a488,14,574,687,29,1.41,2.46,10.242,1.067,1
4,a488,14,596.549,712.574,28.101,1.052,2.891,10.359,1.13,2
4,a488,15,672.794,714.707,28.638,3.255,3.086,31.563,1.769,2
4,a488,15,687.287,704.959,30.932,2.961,2.803,22.798,1.63,2
4,a488,16,501.941,801.134,21.781,1.199,3.695,6.976,1.191,2
4,a488,17,655.11,843.513,24.182,1.32,2.872,13.138,1.12,2
4,a488,18,165.33,959.239,23.599,1.637,2.879,22.489,1.603,1
4,a488,18,158.589,870.119,22.429,1.575,3.545,7.846,1.502,2
4,a488,18,160.838,953.801,22.242,1.373,2.147,12.965,1.463,1
4,a488,19,594.911,942.418,22.464,2.404,2.666,19.779,1.788,2
4,a488,19,562.899,966.871,22.901,1.193,2.234,14.509,1.51,1
4,a488,19,607.516,921.536,27.65,1.024,2.767,5.689,1.346,2
4,a594,1,241.454,172.437,23.848,7.442,2.939,56.696,8.135,2
4,a594,1,209.322,49.436,23.993,2.484,2.799,24.662,2.986,1
4,a594,2,253.436,265.699,26.681,4.007,3.49,37.213,4.565,2
4,a594,2,194.077,218.9,25.643,3.565,2.642,95.487,4.25,1
4,a594,3,549.098,273.19,26.425,6.076,2.738,42.145,2.622,1
4,a594,3,449.403,229.129,23.61,5.076,2.684,38.997,5.503,2
4,a594,3,458,233,26,4.712,2.738,12.918,5.174,2
4,a594,4,551.771,369.066,22.888,4.015,2.67,29.989,4.334,2
4,a594,4,527.889,310.853,24.725,2.117,2.889,10.744,2.782,1
4,a594,5,486.532,514.092,24.295,8.114,2.631,47.69,5.438,1
4,a594,6,374.377,510.361,22.643,8.279,3.215,49.728,6.875,1
4,a594,7,628.467,560.559,22.736,10.22,2.644,320.984,5.679,2
